Line Name,End 1 Bus Name,End 2 Bus Name,In Service,Resistance (pu),Reactance (pu),Susceptance (pu),Actual Capacity (MW),Maximum Angle Limit (degree),B,Nature of Line,,,,Thermal Limit (MVA),Angle Limit,Anlge Limiting,Thermal Limit,,,,,,,,
L353,N_5340,N_5310,1,0.000494026,0.005301276,0.032871709,900,35,-188.6338457,AC,,3,3,900,9876.845066, ,900,1,,,,,,,
L354,N_5340,N_5312,1,0.000787501,0.008450489,0.052399092,900,35,-118.3363407,AC,,3,3,900,6196.076311, ,900,1,,,,,,,
L355,N_5310,N_5311,1,0.000694579,0.005236762,0.019046096,900,35,-190.9576794,AC,,3,3,900,9998.520711, ,900,1,,,,,,,
L356,N_5301,N_5302,1,0.023299797,0.175668208,0.638904966,900,35,-5.692549676,AC,,3,3,900,298.061204,Swap,298.061204,0,,,,,,,
L357,N_5301,N_5302,1,0.023299797,0.175668208,0.638904966,900,35,-5.692549676,AC,,3,3,900,298.061204,Swap,298.061204,0,,,,,,,
L358,N_5340,N_5303,1,0.00229205,0.019100418,0.090917988,900,35,-52.3548759,AC,,3,3,900,2741.294892, ,900,1,,,,,,,
L359,N_5303,N_5302,1,0.003916088,0.03263407,0.155338175,900,35,-30.64282164,AC,,3,3,900,1604.454389, ,900,1,,,,,,,
L360,N_5318,N_5303,1,0.006966986,0.058058214,0.276357099,900,35,-17.22409164,AC,,3,3,900,901.8513294, ,900,1,,,,,,,
L361,N_5302,N_5304,1,0.005027902,0.041899187,0.199440132,900,35,-23.86681129,AC,,3,3,900,1249.663317, ,900,1,,,,,,,
L362,N_5312,N_5328,1,0.000643386,0.006904027,0.042809919,900,35,-144.8429949,AC,,3,3,900,7583.961476, ,900,1,,,,,,,
L363,N_5312,N_5317,1,0.000140573,0.00150846,0.009353531,900,35,-662.9279453,AC,,3,3,900,34710.82605, ,900,1,,,,,,,
L364,N_5317,N_5311,1,7.79353E-05,0.000836306,0.005185696,900,35,-1195.734801,AC,,3,3,900,62608.52777, ,900,1,,,,,,,
L365,N_5340,N_5318,1,0.00600446,0.050037165,0.238176903,900,35,-19.98514522,AC,,3,3,900,1046.419757, ,900,1,,,,,,,
L366,N_5340,N_5370,1,0.002481552,0.018709596,0.068046768,900,35,-53.44850811,AC,,3,3,900,2798.55734, ,900,1,,,,,,,
L367,N_5340,N_5325,1,0.006379534,0.053162782,0.253054842,900,35,-18.81015184,AC,,3,3,900,984.8972474, ,900,1,,,,,,,
L368,N_5370,N_5314,1,0.007969471,0.060085616,0.218531281,900,35,-16.64291826,AC,,3,3,900,871.4211624,Swap,871.4211624,0,,,,,,,
L369,N_5318,N_5345,1,0.004826003,0.040216692,0.191431452,900,35,-24.86529751,AC,,3,3,900,1301.943933, ,900,1,,,,,,,
L370,N_5345,N_5365,1,0.007964974,0.066374787,0.315943985,900,35,-15.06596177,AC,,3,3,900,788.8519136,Swap,788.8519136,0,,,,,,,
L371,N_5365,N_5326,1,0.00488494,0.040707835,0.193769296,900,35,-24.56529542,AC,,3,3,900,1286.23586, ,900,1,,,,,,,
L372,N_5326,N_5325,1,0.005005409,0.04171174,0.198547882,900,35,-23.9740659,AC,,3,3,900,1255.279155, ,900,1,,,,,,,
L373,N_5365,N_5320,1,0.007964974,0.066374787,0.315943985,900,35,-15.06596177,AC,,3,3,900,788.8519136,Swap,788.8519136,0,,,,,,,
L374,N_5320,N_5318,1,0.004826003,0.040216692,0.191431452,900,35,-24.86529751,AC,,3,3,900,1301.943933, ,900,1,,,,,,,
L375,N_5303,N_5329,1,0.002051974,0.017099786,0.081394983,900,35,-58.48026312,AC,,3,3,900,3062.019417, ,900,1,,,,,,,
L376,N_5304,N_5329,1,0.001262008,0.010516737,0.050059667,900,35,-95.08652857,AC,,3,3,900,4978.718993, ,900,1,,,,,,,
L377,N_5345,N_5945,1,0,0.025454545,0,3000,35,-39.28571429,AC,,3,9,3000,2056.99519,Swap,2056.99519,0,,Hallett PS,N_5945,220,1,275,0.025454545
L378,N_5306,N_5906,1,0,0.032748538,0,3000,35,-30.53571429,AC,,3,9,3000,1598.846261,Swap,1598.846261,0,,Dry Creek PS,N_5906,171,1,213.75,0.032748538
L379,N_5311,N_5911,1,0,0.010980392,0,3000,35,-91.07142857,AC,,3,9,3000,4768.488849, ,3000,1,,Pelican Point PS,N_5911,510,1,637.5,0.010980392
L380,N_5318,N_5918,1,0,0.053333333,0,3000,35,-18.75,AC,,3,9,3000,981.7477042,Swap,981.7477042,0,,Mintaro PS,N_5918,105,1,131.25,0.053333333
L381,N_5301,N_5901,1,0,0.08115942,0,3000,35,-12.32142857,AC,,3,9,3000,645.1484914,Swap,645.1484914,0,,Snuggery PS,N_5901,69,1,86.25,0.08115942
L382,N_5301,N_5970,1,0,0.017230769,0,3000,35,-58.03571429,AC,,3,9,3000,3038.742894, ,3000,1,,Lake Bonney-Canunda WF,N_5970,325,1,406.25,0.017230769
L383,N_5312,N_5912,1,0,0.024561404,0,3000,35,-40.71428571,AC,,3,9,3000,2131.795015,Swap,2131.795015,0,,Quarantine PS,N_5912,228,1,285,0.024561404
L384,N_5312,N_5913,1,0,0.004242424,0,3000,35,-235.7142857,AC,,3,9,3000,12341.97114, ,3000,1,,Torrens Island PS,N_5913,1320,1,1650,0.004242424
L385,N_5345,N_5951,1,0,0.025570776,0,3000,35,-39.10714286,AC,,3,9,3000,2047.645212,Swap,2047.645212,0,,Hallett-Bluff WF,N_5951,219,1,273.75,0.025570776
L386,N_5320,N_5952,1,0,0.023931624,0,3000,35,-41.78571429,AC,,3,9,3000,2187.894884,Swap,2187.894884,0,,Hornsdale-North Brown Hill WF,N_5952,234,1,292.5,0.023931624
L387,N_5314,N_5953,1,0,0.01314554,0,3000,35,-76.07142857,AC,,3,9,3000,3983.090686, ,3000,1,,Snowtown-Clements Gap WF,N_5953,426,1,532.5,0.01314554
L388,N_5301,N_5902,1,0,0.056,0,3000,35,-17.85714286,AC,,3,9,3000,934.9978136,Swap,934.9978136,0,,Ladbroke Grove PS,N_5902,100,1,125,0.056
L389,N_5311,N_5914,1,0,0.01372549,0,3000,35,-72.85714286,AC,,3,9,3000,3814.791079, ,3000,1,,Osborne PS,N_5914,408,1,510,0.01372549
L390,N_2261,N_4220,1,0.003683866,0.046173338,0.701768068,600,35,-21.65751999,AC,,2,2,600,1133.985095, ,600,1,,,,,,,
L391,N_2261,N_4220,1,0.003683866,0.046173338,0.701768068,600,35,-21.65751999,AC,,2,2,600,1133.985095, ,600,1,,,,,,,
L392,N_2213,N_3203,1,0.00164,0.01259,0.1646,966,35,-79.42811755,AC,,2,2,966,4158.84651, ,966,1,,,,,,,
L393,N_2402,N_3409,1,0.0036,0.0154,0.0422,265,35,-64.93506494,AC,,4,4,265,3399.992049, ,265,1,,,,,,,
L394,N_2201,N_3201,1,0.004626326,0.035270007,0.432859175,1015,35,-28.3527022,AC,,2,2,1015,1484.544016, ,1015,1,,,,,,,
L395,N_2201,N_3201,1,0.004626326,0.035270007,0.432859175,1015,35,-28.3527022,AC,,2,2,1015,1484.544016, ,1015,1,,,,,,,
L396,N_3314,N_5301,1,0.006895433,0.051987935,0.189080027,435,35,-19.23523232,AC,,3,3,435,1007.154409, ,435,1,,,,,,,
L397,N_3314,N_5301,1,0.006895433,0.051987935,0.189080027,435,35,-19.23523232,AC,,3,3,435,1007.154409, ,435,1,,,,,,,
,,,,,,,,,END OF DATA,,,,,,,,,,,,,,,,
